content,score,sentiment_score,sentiment
aplikasi buka knapa ya,5,-6,negative
mudah paham yang awam,5,-12,negative
mudah proses transaksi,5,8,positive
transaksi mudah lancar,5,2,positive
nyoba turun binatang,3,-6,negative
rekomendasi pakai aplikasi pakai mudah paham,5,-10,negative
klau brimo nya kosong isi nya biar ledak tidak tu,5,-42,negative
login nyaa tidak bisaa verifikasi wajah nya lamaa mohon benerin min,1,-14,negative
top markotop brimo,5,10,positive
bantu brimo,5,-8,negative
transaksi jdi mudah dgn brimo,5,6,positive
lancar kendali,4,-4,negative
bantu transfer perlu desak,5,-12,negative
aplikasi yang bagus,5,-26,negative
transaksi mudah,5,6,positive
mudah aman percaya,5,2,positive
mudah urus love brimo,5,-8,negative
super mantap,5,6,positive
atm ya aja,5,10,positive
cepat mudah simpel,5,-2,negative
login perangkat masuk tolong baik depan nya,3,-12,negative
aplikasi mantap lemah rekap transaksi uang debit kredit catat uang update sesuai dgn history terkadang bingung karna input manual sesuai saldo yang,4,14,positive
potong transfertransaksi udah kena biaya admin tambah potong biaya sms transaksi,1,0,neutral
ah brimo bikin jengkel aja kasi masuk akun user pasword bilang sala mulu bikin jengkel aja,1,-26,negative
first impression,5,0,neutral
brimo jadi urus uang mudah lancar,5,-10,negative
mudah transaksi,5,6,positive
fast transaksi,5,8,positive
bantu transaksi,5,0,neutral
tidak gagal foto ny ga blur,1,-20,negative
bantu terima kasih,5,-6,negative
update ga pake sensor muka sidik jari nya mati baik tidak min sistem nya,3,-38,negative
lupa username,5,-6,negative
tenang,5,-2,negative
bagus puas dn mudah bisnis lancar dn sukses,4,4,positive
okok,5,0,neutral
mobile banking lengkap keren favorit gue,5,-6,negative
brimo tidak akses ya alami kah,1,-4,negative
cepat,5,-6,negative
daftar ribet ga kaya bank sekali konmplain bot kelar bri gabisa ngatasin gabisa mudah data isi tetep salah emang aneh,1,-52,negative
ok mudah mantap poooll,5,16,positive
goooddddddd,5,0,neutral
e wallet nya gratis tnpa admin,5,8,positive
bantu,4,-8,negative
aplikasi mudah,5,-10,negative
sngat mmbantu asl ad sldonya dlm gengamm mu,5,0,neutral
mudah,4,-2,negative
aplikasi bantu,5,-16,negative
oke,5,4,positive
aplikasi nya suka tibatiba hapus akun kali pemberitahuan minta hapus akun hapus akun,1,-40,negative
akun blokir digunankan,2,-6,negative
minggu transfer belanda wise wise hasil atm masuk initanggal september tanggal agustuspas kantor ga jelas jawannyakecewa bri,1,-14,negative
mbantu,5,0,neutral
biar bintang yang nilai,5,-6,negative
okey banget,5,2,positive
bagus transaksi,4,0,neutral
tidak masuk brimo,5,-16,negative
sinyal ok buka aplikasi nya cek jaring nya,1,-8,negative
wahh mantap pelihara aplikasi kendala langsung sat set benah,5,14,positive
kerensimpel mudah,5,-2,negative
udah kali kali daftar brmo gagal trus verifikasi udha bner jaring eror tu gimna ulang kirim verifikasi limit batas,1,-18,negative
mudah transaksi mana terima kasih,5,8,positive
liat bintang aja,5,0,neutral
yo apek,5,-8,negative
troble ya,5,8,positive
aplikasi brimo mantap,5,2,positive
jos markojos,5,0,neutral
transaksi mudah cepat,5,0,neutral
cepat transaksi brimo,5,2,positive
kode kesah yah,5,-2,negative
aman nyaman,4,8,positive
coba,5,-2,negative
banyak update nyusahin banget ribet aplikasi ribet,1,-28,negative
parah akh jd susah masuk malu maluin aja ikh udah depan kasir ga buka iya update trs hbs diupdate ngeblank kapok akh mending hapus aja pindahin saldo bank,1,-46,negative
bantu mudah trensaksi,5,-10,negative
ubah nilai aflikasi karna temu kait auto debet pembayaraan pinjam briguna mutasi rekening k uang rekening hilang juta rupiah nggak jelas aflikasi lepas k hilang dikemanain kek pungli bank sekian terimakasih mohong baik aflikasi perintah,2,-4,negative
bantu goodjobb,5,-8,negative
sangt muas,5,10,positive
siipdeh,5,0,neutral
apk bagus,5,-8,negative
efisien mudah dan cepat,5,0,neutral
brimo bagus bantu tks,5,-16,negative
aplikasi mudah transaksi uang,5,-2,negative
bagus,4,-8,negative
mantap layan,4,6,positive
mudah transaksi,5,6,positive
gk masuk,5,-6,negative
apl brimo mudah transaksi,5,6,positive
good best,5,10,positive
gagal daftar brimo,1,-14,negative
daftar brimo susah banget pliss ngisi data muncul kode sisx gimana woy tolong bantu,1,-40,negative
brimo mental melulu buka app,1,-12,negative
apl yes,5,6,positive
saldo potong ribu transaksi apa liat tt alami uang hati nasabah,1,-6,negative
masuk aplikasi brimo,3,-14,negative
sayang utk bayar online angsur bri fif blm,5,-10,negative
proses cepat transaksi,5,4,positive
ribet ribet transaksi easy bri please kalau sanjung ribet log udah bener riset udah ganti pasword username email udah ferivikasi knp tidak login aplikasi ga knp atmnya blokir bikin ribet ntar uninstall nih gedeuk,5,-60,negative
daftar kali kali kode otp masuk email,5,-18,negative
bagussy puas,5,6,positive
brimo muda transfer,5,-4,negative
tolong tabung emas jdi hilang daftar tabung emas gadai brimo portfolio emas hilang lapor agustus september tindak lapor admin live chat beda padahal hilang kece tindak,1,-18,negative
mudah,5,-2,negative
download gagal pas pasang nya,5,6,positive
menu dplkbrifine baca hp realme cmohon baik yatrjms,5,-4,negative
brimo bantu banget muas,5,4,positive
mudah transaksi mana tempat,5,0,neutral
ya kalau transfer shopeepay aplikasi,4,-2,negative
tidak login data pindah tidak login kode ruic kagak ngerti,1,-46,negative
barokallah,5,0,neutral
aplikasi brimo mudah bantu transaksi uang,5,-10,negative
brimo buka,1,-6,negative
lancar kendalacepat mantapdan fitur pilih transaksi,5,0,neutral
aman percaya,5,4,positive
adminnya mahal,4,2,positive
mudah paham,5,-2,negative
trmh kasi brimo,5,-6,negative
aplikasi mbanking lengkap mudah,5,-16,negative
lumayan mmbantu,5,-4,negative
bank mudah neobank seabank bca jakone mobile livin jago daftar susah boro foto ktp tulis nama aja ribet sesui identitas,1,-12,negative
brimo login username password,2,0,neutral
mudah kitaa,5,-2,negative
jozzzz,5,0,neutral
sukses bri mudah layan registrasi,5,0,neutral
login aja ribet,1,-6,negative
mudah transaksi,5,6,positive
hnya karna org yang slah tf krek akmalah rek ak yang dbekukan sisa saldo gk bs dtarikak gk slah sepenuha krna ak pkir uang sndri yang ak tarik tunaidan gdak solusia org csa hrusa bri liat teliti lagiklo nama rek org yang slah tf tuh udh bxx tf krek ak mksud cuci uang,2,-42,negative
aplikasi cek nama kirim bank kembali website bri,3,-12,negative
bagusss bangettttt,5,0,neutral
tf cepat mudah dan tdk ribetblm coba menu,5,-10,negative
kerennn,5,0,neutral
tidak buka aplikasi ampassss,1,-24,negative
joss eko,5,0,neutral
tidak ribet,5,-18,negative
enak mo,5,-8,negative
ok,5,8,positive
keren tp baikny smua riwayat transaksi transfer simpan note kontak transfer exisiting jd tidak lg msukin lgtinggal pencet ajaa,5,-20,negative
hasil install aktivasi rumah,5,16,positive
tanggung cicil pemberitahuan dana dana pinjam cantum bingung dana kurang,5,16,positive
praktis,4,8,positive
muas layan bri layan bri bagus muas,5,4,positive
bantu transaksi,5,0,neutral
tidak daftar,1,-16,negative
madep,5,0,neutral
puaaaaasss mantap,5,10,positive
atm nya dikit grobogan,4,-8,negative
transaksi mudah trimaksih moga depan baik,4,6,positive
bantu mudah akses dar saran tari tunai tentu contoh nominal bawah atm kartu,4,-10,negative
terbaaik,5,0,neutral
zozz,5,0,neutral
bantu dlm cepat transaksi non tunai,5,0,neutral
pkonya,5,0,neutral
bantu pilih lengkap yang,5,-28,negative
gabisa login bank tidak simple tidak kyk bca,1,-14,negative
aplikasi mudah butuh finance hari,5,-20,negative
fitur mutasi riwayat transaksi atas proses telusur riwayat transaksi akses muncul eror mn,5,0,neutral
mantaap jiwa,5,0,neutral
bantu transaksi terima kasih,5,2,positive
okee,5,0,neutral
bantu transaksi uang,5,0,neutral
mudah erti,5,-6,negative
pelayananya ok sip,5,8,positive
maralus pangidoan oppusunggu,5,0,neutral
mudah,5,-2,negative
bayar angsur dana potong blm masuk angsur dana nunggu waktuitu aja,4,8,positive
mudah nyaman,5,6,positive
bague,5,0,neutral
mudah transaksi pakai brimo,5,6,positive
coba daftar brimo online hp tp ga terang nomer daftar pakai nomer aplikasi jelek ga mudah daftar brimo online tolong baik ga,3,-52,negative
mantull moga amanah tetep sukses,5,18,positive
bantu moga oke yaaa brimo mantapdan moga dipriolitaskan okee,5,0,neutral
mantap brimo,4,10,positive
oke,4,4,positive
moga lancar,5,-2,negative
pakai brimo transaksi mudah darurat atm yang kadang males rumah dar brilink,5,-8,negative
bantu berbgai butuh,5,-18,negative
nyamanaman,5,0,neutral
brimo bantu masyarakat,5,-8,negative
bro whats,1,0,neutral
bom kode otp,3,-8,negative
aplikasi bagus bantu,5,-24,negative
alhamdulillah mudah,5,8,positive
banyak ngambil admin transaksi rekening,1,2,positive
brimo bantu usaha rumah jual risoles sayang butuh brimo umkm terima,5,-20,negative
bantu,5,-8,negative
mudah,5,-2,negative
mudah cepat akurat,5,-8,negative
aplikasi multifungsi senang ringan hp mudah mohon kasih fitur penggantin pin atm brimo aman ganti pin atm kala,5,-32,negative
mohon maaf min transaksi pinjam brimo alami gagal tahap verifikasi wajah hubung app privy hubung privy dapat kendala karna account telf falit app brimo error min mohon tunjuk,4,-46,negative
pakai login nggak login,4,-6,negative
aplikasi bantu mantabb,5,-16,negative
cocok kaum mageran,5,-6,negative
bantu pepet,5,-18,negative
terimakasih brimo segi fitur sih dah bagus mohon biaya sms cek transaksi brimo rugi dana nya baguss hari teransaksi dana masuk kali merass rugi mohon bantu admin,5,-38,negative
mudah sulit,5,-2,negative
eror,1,-8,negative
pagi hari download sore sdh notif update mantap top dana transaksi notif nya gagal jaring internet stabil jd ku ulang yang kali eh saldo potong kali cek history sukses kali cek saldo potong kali tolong baik aplikasi nya tolong baca ga lempar kontak email kalau ga ralat lapor sabrina sabrina cuman mesin ai manusia yang kerja,1,-12,negative
login yang daftar sesuai biar tau yang daftar akun brimo hp yang rusak mohon arah nya,3,-70,negative
mudah akses nyaman transaksi,5,18,positive
trx cepat kilat mudah aman nyamanbravo brimo,5,-12,negative
akun blokir pas baik akun sesuai,1,4,positive
moga rezeki limpah yah alloh mohon bantu sayah orang sukses,5,4,positive
aplikasi nya kendala ya akun brimo isi data lengkap kluar nya transaksi gagal sdh isi data dgn lengkap tolong baik sistem nya,1,-58,negative
update,5,0,neutral
update aplikasi fitur fitur akun guna biar coba pada nomor handphone daftar aktif log brimo,1,-32,negative
mudah bgus skali brimo,5,-2,negative
brimo bantu ber transaksi non tunai,5,6,positive
berisik kntl subuh subuh ngirim notif promosi ganggu org tidur aja,2,-12,negative
brimo,5,0,neutral
bantu yang kota,5,-20,negative
baik brimo,5,-2,negative
manta,3,0,neutral
cepat responsif,5,-6,negative
kualitas,5,8,positive
mantaaapsss tidak ribet sat set,5,-18,negative
apaapaan ni brimo login susah sandi bener nama bener salah suuu ganti susah amattt elah,1,-30,negative
aplikasi bodong,3,-8,negative
ok gas,5,0,neutral
brimo biasa trouble mulu login gabisa nomer telpon udh sesuai data gajelassss,1,-10,negative
login aplikasi bri mo loug sempurna ber ulang kali login aman aja,2,-12,negative
transaksi lancar,5,4,positive
interface enak,5,-8,negative
transfer cepat antri atm,5,-6,negative
bagus moga fitur kembang cepat tambah brimo kerenn bantu aman,5,-8,negative
bagus banget nggak ribet nyaman,5,-12,negative
kren,5,0,neutral
potong kali ampir kena rb bulan rakyat miskin,1,-22,negative
ckp transaksi apa,5,2,positive
mudah brimo pancen ok,5,6,positive
mudah urus,5,-2,negative
gabisa masuk masuk pdhl,1,-12,negative
muas,4,10,positive
heheheh,5,0,neutral
blajar,5,0,neutral
alhamdulillah bantu manfaat barokallah,5,12,positive
cocok bantu,5,-14,negative
eror ringin yaa,5,-8,negative
coba,5,-2,negative
mudah,5,-2,negative
transaksi mudah,5,6,positive
update gada ubah,2,0,neutral
bantu transaksi hari,5,0,neutral
mudah transaksi aja transaksi brimo,5,16,positive
bantu banget,5,-6,negative
lupa id pas login banar nya salah ga baik baik pasu nomor rekening login saha ga,1,-12,negative
mantap sat set,5,10,positive
nyesel banget daftar brimo transfer gagal pake token listrik pulsa tidak trs saldo brimo apain astaga,1,-42,negative
mudah transaksi apa,5,0,neutral
mobile banking ter bangsad dunia daftar aja ribetnya mampooouus,1,-8,negative
mantep,4,0,neutral
aplikasi sampah sidik jari suka susah login,1,-32,negative
cape bangetsemua data udah sesuai ktp user name pasword dll salah terusudah coba hub si sabrina tidak bantu tunggu mnt jam gagal terustolonglah apkl tingkat bikin pusing,1,-54,negative
jelek pakai wifi koneksi stabil aplikasi lancar lancar aja,1,-26,negative
manfaat,5,10,positive
sip ae,5,0,neutral
hp abis restarkenapa pas login nomor selesai melulupadahal pake nomor data seluler daftar rekening bri akun sayatolong gimana biar login,3,-24,negative
ok lancar,5,4,positive
sungguh bantu butuh debest,4,-20,negative
ok,5,8,positive
lancar aman jga prioritas,5,-4,negative
muas,5,10,positive
mantap muas,5,20,positive
mudah erti,5,-6,negative
login pasu heran ga yah ubah bintang login terimakasih,1,4,positive
kirim cepat ga ribet aman ketat,5,-16,negative
mudah brimo aja aja brimo,5,2,positive
makasih bantu,5,0,neutral
oke repot repot atm,5,-16,negative
good job aplikasi mobile banking,5,2,positive
mudah transaksi,5,6,positive
bantu dang hasil muas,5,8,positive
mudah interaksi serba easy,5,-6,negative
mudah cepet ing sha allah aman,5,12,positive
mantap,5,10,positive
mudah potong bulan lumayan,5,-12,negative
aplikasi mbanking mantap,5,2,positive
muda tampa ribet,5,-12,negative
aplikasi brimo bantu mudah mudah transaksi belanja online mudah uang cepat habis bagus banget apk jarang error pakai brimo,5,-48,negative
bantu mudah transaksi,5,-2,negative
bantu transaksi uang ku,5,0,neutral
ajiib,5,0,neutral
verifikasi foto ktp gagal terus minggu payah aplikasi bank aja verifikasi,1,-8,negative
oke pas topup apkikasi oren gabisa trus ulang eh mutasi ku kali rugi deh,4,0,neutral
ga masuk nomor telpon daftar daftar nomor telpon bikin coba sabrina ga,1,-20,negative
proses cepat,5,-4,negative
manfaat jd mudah utk transaksi mana,5,16,positive
layan cepat,5,-10,negative
keren,5,0,neutral
mudah cepat sngat bantu skali lahh,5,-16,negative
potong sms banking pret,1,-4,negative
angka kompatibel perangkat gimana hp redmi x,1,0,neutral
kaka mohon bantu ya tidak buka akun shoppe,5,-20,negative
bagus bantu yang tinggal daerah kantor bank atm,5,-32,negative
okemantapp,5,0,neutral
aman buruk banding kartu debit,1,-16,negative
susah daftar berxx ggl aplod error yang tulis transaksi ggl,1,-24,negative
yeees,5,0,neutral
mudah transaksi,5,6,positive
membantudan bgitu efisien,5,8,positive
layan publik mudah hidup,4,-14,negative
bagus banget,4,-6,negative
mudah bantu transaksi brimo mantap,5,8,positive
bantu efisien sy,5,0,neutral
login aja susah banget inget usn sandi nya gabisa pake titik sih pas usn nya aneh banget bank gede yakali urusin apk aja ga becus eh gue edit tambah nih ya gue udh hubung nomor lu maksud ga hubung nya brimo pdhl bri gajelas banget lu bikin apk ga guys daftar bri mending pikir ulang deh digital gjelas emosi mending cari bank,1,-56,negative
terima kasih bantu,5,-6,negative
bulan dah update update update mulu update lancar lelet tolong perhati,1,-18,negative
mudah cepat,4,-8,negative
aplikasi bagus,5,-16,negative
mantap dahhhh,5,10,positive
praktismantap,5,0,neutral
bagussuka,5,0,neutral
baik bantu,5,-10,negative
normal,5,2,positive
puas,4,6,positive
udah aja,5,2,positive
bagus aplikasi mudah masuk info lokasi atm atm setor tunai,5,-24,negative
bantu pokok puas,5,-8,negative
mudah transaksi,5,6,positive
aplikasi bagus banget,5,-14,negative
kk sl lk l x k cnamun sdh donlownd moga stabil,5,8,positive
bayar pajak samsat provinsi tidak ya tolong tambahin provinsi bayar pajak samsatnya pakai jempol aja,5,-20,negative
tes dlu,5,0,neutral
yang penting tingkat lg aman biar langgan puas,5,-12,negative
nut bed,5,0,neutral
mantap bantu,5,2,positive
mudah cepat cakeeppp,5,-8,negative
brimo bagus,5,-8,negative
bagus manfaat,5,2,positive
bagus bantu,5,-16,negative
mudah guna mantap brimo,5,10,positive
bagus moga lancar bri,5,-10,negative
mudah akses ny cepet,4,6,positive
urus lancar,5,-4,negative
mudah,5,-2,negative
unggah foto ktp verifikasi wajah gagaltolong baik cepat sistem,2,-10,negative
mantapdizaman digital,4,0,neutral
jelas detail lg dr tugas banlk guna fitur layan yang dlm brimo,5,-16,negative
sngt bgus,1,0,neutral
apk mudah sy dlm transaksi,5,6,positive
mudah kirim uang,4,2,positive
mudah transaksi cepat akurat,5,0,neutral
sip mantap,5,10,positive
ok,4,8,positive
sangabta,5,0,neutral
sulit taik bener aja nomor handphone udah yang daftar ga sesuai gabisa login lol,1,-20,negative
alhamdulillah mudah,5,8,positive
lancar aman,4,-4,negative
layan,5,-4,negative
terbant indonesia bantu nya aplikasi brimo,5,-16,negative
mantab brimp,5,0,neutral
bri harap layan cepat contoh lokasi unit kabupaten bombana,1,-24,negative
bagus bantu,5,-16,negative
tidak login telfon cs suruh daftar ulang pas daftar ulang gagal aneh,1,-36,negative
tidak masuk yaa,4,-16,negative
senang aplikasi tidak ubah aplikasi nya mudah,5,-36,negative
aplikasi bagus bantu,5,-24,negative
alhamdulillah sae,5,10,positive
mudah hemat,5,-8,negative
mudah transaksi,5,6,positive
mudah banget beli online,5,-6,negative
kerennnnnn,5,0,neutral
ngak bikin brimo,5,0,neutral
mudah urus bayar,5,-8,negative
gampang pake mbangking,5,-6,negative
luwar biyasasangat bantu utk dagang online kalau aju briguna kcpambarawatolong acc aju tanbah modal suami sayaterimakasih bri,5,-28,negative
